Machine_Type,Temperature_C,Vibration_mm_s,RPM,Pressure_bar,Humidity_percent,Power_kW,Status
CNC,46.46,3.64,2995,4.44,45.46,4.39,Normal
CNC,45.98,2.94,3563,5.37,46.15,3.93,Normal
CNC,46.49,2.42,3157,6.11,30.34,4.73,Normal
CNC,40.14,2.71,3441,6.44,68.47,3.87,Normal
CNC,64.26,7.62,5039,9.17,53.03,5.49,Anomaly
CNC,72.01,7.15,4215,8.88,36.92,6.41,Anomaly
CNC,53.24,3.4,3567,5.52,30.49,3.25,Normal
CNC,34.81,2.74,2705,6.07,64.56,4.69,Normal
CNC,56.05,3.15,3304,5.74,43.9,3.94,Normal
CNC,79.27,7.37,4888,9.72,49.88,5.66,Anomaly
CNC,67.76,8.52,5298,7.86,59.23,7.82,Anomaly
CNC,44.87,3.06,3289,5.27,54.19,3.24,Normal
CNC,40.95,3.34,2858,5.84,58.02,3.45,Normal
CNC,71.33,8.03,4042,10.48,60.76,7.38,Anomaly
CNC,44.72,2.85,3501,5.22,65.74,4.27,Normal
CNC,46.86,2.79,2981,6.25,51.49,4.39,Normal
CNC,42.6,3.23,3158,6.23,51.4,3.74,Normal
CNC,45.75,2.12,3182,4.78,42.97,4.29,Normal
CNC,44.43,1.94,3060,5.47,32.23,3.44,Normal
CNC,33.14,2.33,3386,4.86,60.59,3.53,Normal
CNC,45.88,3.07,3007,5.84,33.63,3.88,Normal
CNC,48.17,2.15,3609,5.36,68.9,4.47,Normal
CNC,38.44,2.13,2858,5.99,50.53,3.55,Normal
CNC,43.23,2.53,3327,6.39,47.84,4.62,Normal
CNC,39.09,1.7,3263,5.61,68.57,4.05,Normal
CNC,49.55,3.69,3082,5.63,37.58,4.13,Normal
CNC,46.75,2.46,2953,5.68,51.23,3.54,Normal
CNC,77.94,9.15,3678,9.71,44.12,7.32,Anomaly
CNC,41.5,3.2,3309,6.07,51.11,4.18,Normal
CNC,35.98,3.85,3322,6.7,52.07,3.64,Normal
CNC,47.37,3.42,3512,5.16,68.75,4.39,Normal
CNC,47.52,2.48,3070,5.39,33.47,3.62,Normal
CNC,46.26,2.72,3091,5.37,46.38,4.27,Normal
CNC,47.67,2.33,3314,5.59,50.49,4.79,Normal
CNC,53.92,2.96,3305,5.23,39.68,5.15,Normal
CNC,47.69,2.56,3253,4.93,63.84,4.74,Normal
CNC,55.43,2.84,3200,4.98,36.71,4.34,Normal
CNC,47.92,2.69,3033,5.84,64.71,4.33,Normal
CNC,51.71,2.56,3322,5.36,35.54,3.98,Normal
CNC,94.87,7.48,4674,9.49,58.59,7.68,Anomaly
CNC,39.55,4.37,3505,5.1,33.86,3.42,Normal
CNC,94.99,6.3,4116,8.77,41.7,6.67,Anomaly
CNC,90.71,7.83,4593,9.39,56.54,6.47,Anomaly
CNC,71.8,8.29,4304,9.25,49.57,5.5,Anomaly
CNC,45.55,2.97,3200,6.21,68.67,3.44,Normal
CNC,51.52,3.4,2833,5.21,66.9,4.35,Normal
CNC,38.68,3.29,2378,6.12,61.0,4.53,Normal
CNC,51.83,3.0,3026,6.08,36.6,3.79,Normal
CNC,68.88,5.54,4322,9.18,60.48,6.24,Anomaly
CNC,46.33,4.26,3430,6.26,62.88,3.74,Normal
CNC,46.37,2.93,2983,5.94,39.98,3.54,Normal
CNC,38.1,3.57,3062,4.91,69.75,4.27,Normal
CNC,46.96,1.85,3092,7.08,50.61,4.48,Normal
CNC,79.7,6.35,4370,8.61,39.17,7.98,Anomaly
CNC,48.56,2.87,2781,5.82,39.15,3.8,Normal
CNC,61.64,2.7,2883,6.45,42.7,3.97,Normal
CNC,43.57,0.94,3137,5.54,63.62,5.12,Normal
CNC,55.05,3.32,3342,5.92,53.96,4.25,Normal
CNC,44.8,2.84,2860,6.23,63.5,4.73,Normal
CNC,58.71,5.73,4868,9.57,34.13,4.75,Anomaly
CNC,75.0,6.21,4936,10.74,43.4,6.93,Anomaly
CNC,38.4,3.59,2470,6.15,50.66,5.31,Normal
CNC,36.13,3.29,2629,5.59,41.24,4.67,Normal
CNC,48.87,2.6,3638,6.19,32.63,3.44,Normal
CNC,34.34,2.78,4060,6.52,43.23,4.74,Normal
CNC,43.11,2.08,3922,5.99,62.37,4.4,Normal
CNC,43.44,3.73,3145,5.4,30.54,4.34,Normal
CNC,55.22,3.0,3349,5.29,42.14,4.57,Normal
CNC,46.65,3.44,3283,5.52,43.01,4.07,Normal
CNC,41.58,3.25,3699,5.86,33.13,4.28,Normal
CNC,43.79,2.0,3304,5.76,30.29,3.69,Normal
CNC,55.71,3.76,3441,5.04,60.4,4.46,Normal
CNC,42.9,2.63,3104,6.07,44.8,3.32,Normal
CNC,39.63,3.13,2894,5.76,55.59,3.75,Normal
CNC,36.78,3.49,2856,6.86,45.42,4.09,Normal
CNC,35.7,3.1,2869,5.88,48.64,4.37,Normal
CNC,37.7,2.96,2609,6.41,51.07,4.08,Normal
CNC,47.17,2.56,2806,5.38,42.63,5.2,Normal
CNC,47.56,1.7,3201,5.59,36.05,5.2,Normal
CNC,68.55,7.19,4600,9.43,45.68,6.58,Anomaly
CNC,42.52,4.21,3607,5.46,57.64,4.07,Normal
CNC,49.04,4.07,3047,6.65,37.85,3.31,Normal
CNC,34.51,2.9,3082,5.92,61.78,3.5,Normal
CNC,39.65,3.45,3343,6.12,59.26,3.38,Normal
CNC,71.68,6.71,3940,7.75,36.81,6.0,Anomaly
CNC,40.71,3.85,3906,6.51,66.15,4.05,Normal
CNC,52.45,1.54,3311,6.35,35.86,4.73,Normal
CNC,41.26,2.89,3869,5.39,36.07,5.21,Normal
CNC,47.24,2.6,2862,4.78,37.58,3.94,Normal
CNC,40.64,3.04,3524,5.48,63.82,4.25,Normal
CNC,46.34,3.26,3210,5.28,38.62,4.12,Normal
CNC,53.41,2.46,2867,5.86,50.5,4.4,Normal
CNC,45.86,2.53,3206,4.91,46.53,4.25,Normal
CNC,78.71,8.7,3887,10.41,54.24,6.57,Anomaly
CNC,40.35,2.28,3575,5.89,51.6,4.39,Normal
CNC,87.79,7.34,5029,8.26,45.92,7.13,Anomaly
CNC,80.15,4.65,5221,7.82,56.64,6.48,Anomaly
CNC,48.17,2.68,2853,5.57,33.01,4.73,Normal
CNC,42.67,1.75,3006,6.27,32.79,4.84,Normal
CNC,47.39,2.64,3222,4.86,47.88,3.03,Normal
CNC,45.59,2.54,3366,5.09,60.0,3.66,Normal
CNC,41.13,2.5,3122,6.88,32.64,4.12,Normal
CNC,39.99,3.06,2961,5.71,38.13,3.63,Normal
CNC,74.6,8.5,3825,9.37,55.54,6.93,Anomaly
CNC,49.82,3.6,3606,5.84,36.64,4.37,Normal
CNC,39.04,2.29,3840,4.55,56.92,4.25,Normal
CNC,41.99,2.15,3230,6.45,56.89,4.32,Normal
CNC,45.09,2.01,3567,5.9,53.8,4.8,Normal
CNC,39.27,3.64,3292,5.6,38.98,4.19,Normal
CNC,48.21,2.96,2808,5.37,58.4,4.34,Normal
CNC,42.12,2.64,3603,5.59,36.93,3.81,Normal
CNC,46.5,3.35,3119,6.12,55.76,4.21,Normal
CNC,42.01,3.78,3337,6.45,48.64,4.24,Normal
CNC,72.58,5.35,4881,8.69,49.15,6.08,Anomaly
CNC,44.21,3.13,3098,6.3,54.26,3.74,Normal
CNC,44.86,2.18,3500,5.98,33.91,4.68,Normal
CNC,44.66,4.19,3174,5.97,47.43,3.71,Normal
CNC,48.15,4.0,3136,5.33,66.96,4.15,Normal
CNC,42.6,2.1,3511,5.92,59.55,4.24,Normal
CNC,44.92,1.98,3315,5.01,69.04,3.91,Normal
CNC,46.0,1.87,3547,5.44,34.99,4.11,Normal
CNC,49.54,3.41,3017,5.28,67.16,4.26,Normal
CNC,43.62,2.19,2969,6.18,69.45,4.79,Normal
CNC,45.08,1.98,3599,5.53,62.38,3.64,Normal
CNC,47.72,1.68,2856,4.72,64.04,3.41,Normal
CNC,47.14,3.51,2970,5.42,45.47,4.29,Normal
CNC,65.1,6.62,5404,8.71,67.89,6.19,Anomaly
CNC,65.01,9.29,4049,8.36,44.89,6.54,Anomaly
CNC,44.55,2.16,3067,4.64,69.34,3.74,Normal
CNC,48.36,2.76,3015,6.51,38.28,4.89,Normal
CNC,45.91,6.52,3992,7.71,59.86,4.89,Anomaly
CNC,47.56,3.38,3279,6.57,46.52,4.46,Normal
CNC,45.19,2.71,3773,6.87,31.92,3.77,Normal
CNC,45.38,2.99,2465,4.81,41.97,5.03,Normal
CNC,47.72,3.09,2999,6.44,49.23,4.0,Normal
CNC,71.29,6.76,4352,8.32,58.69,5.76,Anomaly
CNC,40.59,3.32,2614,5.07,62.11,5.1,Normal
CNC,54.55,3.21,3213,5.68,63.17,4.62,Normal
CNC,43.15,2.52,3297,6.21,63.04,4.72,Normal
CNC,49.51,3.42,3207,5.38,52.0,4.65,Normal
CNC,45.81,2.52,2743,4.51,43.6,4.39,Normal
CNC,77.96,6.67,4295,10.44,38.38,6.32,Anomaly
CNC,47.51,3.01,2986,6.21,55.15,4.04,Normal
CNC,35.84,2.96,3528,5.61,68.11,4.72,Normal
CNC,53.25,3.91,3060,6.96,47.82,4.22,Normal
CNC,48.01,2.31,3817,6.23,50.02,4.49,Normal
CNC,71.96,7.2,4959,7.76,64.24,8.06,Anomaly
CNC,35.55,3.58,3192,6.64,47.26,3.08,Normal
CNC,45.16,2.84,3022,6.15,53.23,3.97,Normal
CNC,35.22,3.53,3315,6.57,36.85,4.34,Normal
CNC,51.63,3.06,3343,6.98,60.92,3.89,Normal
CNC,46.11,3.11,3342,5.85,64.95,4.03,Normal
CNC,53.78,1.35,3386,6.26,64.9,3.16,Normal
CNC,43.08,2.3,3384,4.44,31.53,3.35,Normal
CNC,35.76,3.17,3634,5.0,37.76,4.04,Normal
CNC,58.02,2.66,3266,6.21,30.8,4.3,Normal
CNC,42.04,3.0,2692,5.0,35.38,4.45,Normal
CNC,50.42,3.89,3358,5.39,48.3,4.71,Normal
CNC,93.27,7.55,4281,8.97,36.1,6.7,Anomaly
CNC,55.61,1.91,3161,5.56,31.17,4.1,Normal
CNC,73.45,6.97,5450,8.21,36.95,6.57,Anomaly
CNC,49.41,2.78,2832,4.98,41.3,4.14,Normal
CNC,93.37,6.79,5193,9.64,44.38,7.3,Anomaly
CNC,77.6,5.57,3744,8.5,54.68,5.31,Anomaly
CNC,45.71,3.91,3045,5.09,38.57,4.36,Normal
CNC,43.89,3.61,3601,6.19,61.27,4.48,Normal
CNC,51.86,2.65,3377,6.07,52.93,4.71,Normal
CNC,41.6,2.49,3407,5.97,59.57,3.43,Normal
CNC,46.73,3.36,3383,5.83,66.11,4.57,Normal
CNC,36.99,1.99,3386,5.14,62.61,5.06,Normal
CNC,49.08,3.02,3830,6.25,34.85,3.91,Normal
CNC,67.75,5.85,5079,8.46,65.62,8.03,Anomaly
CNC,49.06,3.04,2700,6.58,40.0,4.11,Normal
CNC,44.49,2.64,2766,5.71,37.52,3.65,Normal
CNC,53.71,3.04,2796,4.09,39.47,3.83,Normal
CNC,51.85,3.18,3475,6.27,61.52,4.42,Normal
CNC,37.62,1.79,3426,6.54,38.39,4.12,Normal
CNC,41.13,2.94,3039,7.0,35.07,4.05,Normal
CNC,37.36,2.76,3318,6.17,42.64,3.9,Normal
CNC,54.4,2.29,3076,6.67,34.02,4.11,Normal
CNC,49.45,3.61,3090,7.1,64.93,4.22,Normal
CNC,54.85,6.69,4460,11.09,35.79,5.8,Anomaly
CNC,41.46,3.15,3371,6.45,46.34,4.94,Normal
CNC,46.09,2.11,3153,7.42,42.88,3.95,Normal
CNC,86.83,5.73,3786,9.02,31.36,6.45,Anomaly
CNC,43.56,2.55,3335,5.16,58.49,4.95,Normal
CNC,46.17,3.21,3615,6.24,58.09,5.0,Normal
CNC,48.53,2.78,2766,6.02,43.26,3.39,Normal
CNC,77.81,7.8,4891,7.52,50.87,5.71,Anomaly
CNC,90.05,7.24,4846,9.36,63.38,5.79,Anomaly
CNC,50.96,2.26,2788,5.51,64.94,4.21,Normal
CNC,37.86,2.46,2714,5.74,32.26,3.71,Normal
CNC,42.5,3.06,3270,5.47,34.19,4.11,Normal
CNC,52.16,1.54,3138,6.45,69.49,4.72,Normal
CNC,46.55,1.97,3619,5.85,45.44,4.52,Normal
CNC,39.18,3.61,3486,5.35,62.72,4.51,Normal
CNC,37.84,2.7,3063,5.42,66.97,5.15,Normal
CNC,45.26,2.89,3345,6.47,62.98,5.6,Normal
CNC,46.02,2.65,3342,5.17,56.42,2.98,Normal
CNC,50.52,3.02,3121,5.93,35.73,4.63,Normal
CNC,45.15,3.05,3263,5.81,48.56,5.5,Normal
CNC,37.07,2.69,2878,6.2,61.99,4.18,Normal
CNC,41.16,3.22,3454,6.54,40.89,5.08,Normal
CNC,41.36,2.5,3630,6.07,58.2,5.02,Normal
CNC,42.51,2.22,3536,5.45,57.31,4.73,Normal
CNC,54.9,2.34,2998,5.58,68.57,3.96,Normal
CNC,42.06,4.03,3689,5.65,65.76,3.83,Normal
CNC,84.29,7.41,4510,8.28,48.91,6.28,Anomaly
CNC,46.0,2.41,2561,5.15,48.74,4.3,Normal
CNC,47.8,2.36,3103,5.52,33.78,3.53,Normal
CNC,50.57,2.28,2601,5.54,49.79,3.82,Normal
CNC,46.3,2.27,3339,5.19,31.72,4.86,Normal
CNC,78.06,5.84,4848,7.51,55.83,5.85,Anomaly
CNC,46.24,2.33,2965,5.69,57.6,4.13,Normal
CNC,37.13,2.94,3636,5.52,42.55,4.48,Normal
CNC,92.07,4.71,3514,8.36,50.64,7.26,Anomaly
CNC,40.32,3.74,3721,4.74,37.47,4.45,Normal
CNC,47.71,2.26,2855,6.87,60.9,4.52,Normal
CNC,41.95,3.56,3330,6.64,42.07,3.85,Normal
CNC,51.82,2.28,3442,6.17,37.96,4.36,Normal
CNC,51.29,3.15,2995,5.13,65.6,5.49,Normal
CNC,64.69,6.62,4145,8.81,48.76,5.53,Anomaly
CNC,42.45,2.03,3132,5.15,64.02,4.29,Normal
CNC,45.2,2.37,3569,5.75,62.88,4.44,Normal
CNC,49.31,1.59,3518,6.86,48.23,3.21,Normal
CNC,53.94,2.12,3418,4.62,43.71,4.46,Normal
CNC,48.53,2.31,3159,5.98,45.59,3.97,Normal
CNC,45.45,1.68,3228,6.2,35.33,3.08,Normal
CNC,77.33,4.35,5041,7.69,61.12,6.13,Anomaly
CNC,50.74,2.17,3346,5.32,35.72,4.48,Normal
CNC,42.95,2.23,3331,6.12,59.39,4.35,Normal
CNC,47.06,3.57,3280,5.39,44.33,4.6,Normal
CNC,80.75,9.21,3607,10.57,64.0,7.21,Anomaly
CNC,33.59,2.62,2888,5.41,56.87,3.71,Normal
CNC,56.34,3.41,3286,5.11,40.28,4.17,Normal
CNC,55.39,2.43,3527,6.51,30.87,3.47,Normal
CNC,49.85,3.95,3277,5.39,48.29,3.86,Normal
CNC,51.75,3.44,3113,5.92,38.47,4.36,Normal
CNC,49.83,3.1,3144,6.32,42.42,4.19,Normal
CNC,46.65,2.91,2980,5.12,66.93,4.4,Normal
CNC,46.27,1.69,3583,7.64,67.94,3.21,Normal
CNC,79.88,9.12,4252,7.73,31.88,6.73,Anomaly
CNC,43.21,2.95,3581,6.12,34.95,3.75,Normal
CNC,47.83,2.14,3323,6.76,36.79,4.53,Normal
CNC,84.48,5.8,4671,8.18,35.65,7.81,Anomaly
CNC,41.57,1.91,3608,6.36,52.49,4.33,Normal
CNC,51.74,2.06,2869,5.32,31.15,4.22,Normal
CNC,35.08,2.75,3615,5.99,54.52,3.62,Normal
CNC,50.31,1.16,3603,7.7,41.79,3.93,Normal
CNC,47.3,2.22,3751,6.17,63.26,4.31,Normal
CNC,36.56,3.24,3377,4.89,37.82,3.37,Normal
CNC,46.75,2.82,3376,5.59,54.53,5.24,Normal
CNC,33.46,3.15,3375,6.09,34.2,4.82,Normal
CNC,39.12,3.22,2987,5.78,46.54,4.19,Normal
CNC,37.32,4.28,2862,6.13,52.58,4.01,Normal
CNC,49.86,1.92,3483,6.0,64.27,4.24,Normal
CNC,40.18,3.98,3526,6.13,40.32,4.33,Normal
CNC,39.44,3.26,3043,6.11,30.02,4.25,Normal
CNC,38.73,2.33,2652,6.35,46.89,3.92,Normal
CNC,53.15,4.35,3542,6.12,32.33,4.7,Normal
CNC,71.39,9.94,5887,7.67,56.73,6.66,Anomaly
CNC,40.0,2.38,3239,5.91,44.78,3.95,Normal
CNC,53.65,3.37,3564,6.19,42.14,4.99,Normal
CNC,46.42,2.71,3093,5.43,43.71,3.83,Normal
CNC,53.67,2.13,2865,5.8,38.53,3.97,Normal
CNC,43.12,2.05,3422,5.94,37.01,4.12,Normal
CNC,46.24,3.03,2980,5.83,61.2,3.99,Normal
CNC,73.56,6.82,4703,8.21,31.04,7.1,Anomaly
CNC,32.48,2.86,2958,6.56,56.15,3.49,Normal
CNC,81.84,5.68,3906,8.93,62.02,7.39,Anomaly
CNC,48.08,4.24,3148,5.68,37.32,3.3,Normal
CNC,44.33,2.91,2944,6.33,38.47,3.56,Normal
CNC,40.1,2.0,3050,5.52,51.73,5.2,Normal
CNC,41.55,2.26,2774,5.5,52.81,3.94,Normal
CNC,79.76,8.32,5627,6.89,51.2,6.73,Anomaly
CNC,37.05,3.62,3429,5.25,58.98,3.79,Normal
CNC,47.83,2.99,3359,6.27,50.93,3.67,Normal
CNC,46.75,2.32,2823,5.19,30.13,3.96,Normal
CNC,38.27,3.99,3163,6.44,56.8,3.69,Normal
CNC,33.14,3.0,3463,5.75,64.49,5.03,Normal
CNC,86.84,8.34,4102,8.11,56.63,6.7,Anomaly
CNC,51.61,4.16,2920,5.08,46.41,4.28,Normal
CNC,47.74,4.53,2568,6.08,67.48,3.69,Normal
CNC,44.63,1.14,3270,5.88,48.96,3.32,Normal
CNC,50.83,1.29,3589,4.98,57.25,4.08,Normal
CNC,51.33,2.4,3605,7.14,65.78,4.49,Normal
CNC,41.17,2.85,3383,5.4,64.53,5.0,Normal
CNC,40.17,2.07,3272,5.53,54.65,4.16,Normal
CNC,53.02,3.06,3695,6.02,68.44,4.23,Normal
CNC,38.45,3.12,3367,6.67,49.35,4.31,Normal
CNC,48.06,2.45,2992,5.98,42.6,4.36,Normal
CNC,53.43,3.02,3008,5.9,60.11,3.56,Normal
CNC,52.14,3.68,3260,6.39,63.56,4.18,Normal
CNC,77.56,8.0,4597,10.26,69.12,6.16,Anomaly
CNC,44.2,3.35,3822,6.37,66.96,4.34,Normal
CNC,43.61,2.73,3114,6.66,38.86,4.93,Normal
CNC,47.24,4.11,3394,4.65,45.56,4.25,Normal
CNC,53.63,2.0,2864,6.85,31.51,4.27,Normal
CNC,51.09,3.25,3331,6.75,61.36,4.76,Normal
CNC,42.45,2.28,3758,5.75,46.85,3.55,Normal
CNC,41.12,2.51,3887,5.24,39.69,3.75,Normal
CNC,46.26,2.62,3371,5.79,45.08,4.59,Normal
CNC,38.21,3.82,3502,5.58,58.58,3.72,Normal
CNC,49.42,3.41,3560,5.1,52.12,3.64,Normal
CNC,44.98,2.74,3045,5.82,50.92,3.9,Normal
CNC,37.7,3.44,3130,5.22,61.34,3.52,Normal
CNC,44.08,2.05,3550,4.99,45.06,4.36,Normal
CNC,39.46,2.28,3900,5.93,37.39,4.57,Normal
CNC,82.22,7.63,4567,8.09,52.33,6.15,Anomaly
CNC,51.22,3.13,3368,5.62,56.57,3.35,Normal
CNC,33.36,3.01,3737,5.68,45.41,4.41,Normal
CNC,51.48,3.57,3400,6.37,43.61,4.44,Normal
CNC,34.94,2.19,2713,4.8,55.74,3.9,Normal
CNC,56.74,3.28,3405,5.18,38.98,3.88,Normal
CNC,39.52,2.49,3518,5.04,54.33,3.46,Normal
CNC,72.99,7.87,5068,9.18,45.67,6.53,Anomaly
CNC,43.7,2.81,2892,5.36,44.42,4.55,Normal
CNC,81.67,6.94,4545,7.72,63.21,8.04,Anomaly
CNC,66.81,7.05,4715,9.41,41.35,7.08,Anomaly
CNC,43.53,3.2,3238,6.05,45.35,3.85,Normal
CNC,46.54,3.91,3175,6.36,40.18,4.71,Normal
CNC,35.88,0.62,2902,6.0,44.31,4.29,Normal
CNC,48.83,3.38,3321,6.99,42.34,4.27,Normal
CNC,46.33,2.37,3047,5.91,52.56,3.78,Normal
CNC,43.76,2.49,3633,5.47,59.02,4.03,Normal
CNC,45.81,2.28,3119,5.55,46.78,4.96,Normal
CNC,43.98,2.47,2847,5.74,40.75,4.01,Normal
CNC,89.24,5.87,4911,9.0,46.11,6.71,Anomaly
CNC,48.66,3.24,3320,6.22,46.05,4.77,Normal
CNC,50.46,3.16,3918,6.88,38.96,4.48,Normal
CNC,47.87,3.99,3346,6.8,43.91,2.81,Normal
CNC,34.34,3.61,2926,5.69,58.6,4.41,Normal
CNC,42.57,3.06,3441,5.67,40.46,4.41,Normal
CNC,34.83,2.91,3255,5.72,54.99,4.0,Normal
CNC,43.84,3.29,2894,6.22,39.44,4.0,Normal
CNC,36.45,3.37,3188,6.84,52.52,4.54,Normal
CNC,39.56,3.36,3174,5.5,53.08,4.43,Normal
CNC,43.91,3.39,3164,5.94,66.66,3.76,Normal
CNC,56.99,3.87,3057,5.47,61.29,4.28,Normal
CNC,80.42,8.18,3334,7.59,38.96,6.46,Anomaly
CNC,62.48,4.58,4037,5.98,66.85,7.26,Anomaly
CNC,39.81,2.73,3442,5.97,50.63,4.97,Normal
CNC,50.64,3.51,3356,5.61,62.2,4.41,Normal
CNC,80.73,7.22,3644,9.87,63.52,6.64,Anomaly
CNC,51.43,2.49,3026,5.8,37.44,4.55,Normal
CNC,71.07,6.95,4642,9.59,56.31,5.97,Anomaly
CNC,85.52,7.83,4267,7.64,38.97,6.37,Anomaly
CNC,39.57,2.94,3085,5.25,44.29,3.99,Normal
CNC,55.38,3.5,3024,5.9,68.4,3.06,Normal
CNC,37.7,2.17,3921,5.73,46.73,3.69,Normal
CNC,46.26,1.82,3597,5.1,34.56,4.28,Normal
CNC,50.93,2.21,2530,6.19,50.04,4.79,Normal
CNC,69.59,6.16,3978,7.76,65.15,5.3,Anomaly
CNC,48.25,2.34,2646,5.41,30.13,4.05,Normal
CNC,33.93,3.18,3712,5.89,37.48,3.61,Normal
CNC,42.12,2.07,3708,5.96,50.29,3.9,Normal
CNC,51.96,3.67,2931,5.82,47.48,3.72,Normal
CNC,41.02,1.89,2961,6.96,63.26,3.55,Normal
CNC,83.9,6.54,4653,8.58,63.2,6.64,Anomaly
CNC,48.02,2.06,3091,5.23,59.24,4.23,Normal
CNC,46.06,3.0,2832,5.75,65.0,3.83,Normal
CNC,87.25,7.08,4755,8.57,56.16,6.36,Anomaly
CNC,45.96,2.9,3409,5.11,31.41,4.07,Normal
CNC,44.66,2.5,2703,5.92,34.9,4.45,Normal
CNC,36.05,2.76,3413,5.17,51.06,4.68,Normal
CNC,37.58,2.48,3332,5.88,44.16,3.7,Normal
CNC,44.25,1.44,3179,6.0,65.39,4.71,Normal
CNC,37.53,3.11,2908,5.92,49.17,4.1,Normal
CNC,45.85,1.8,3122,6.55,46.16,4.99,Normal
CNC,66.8,10.01,4533,9.69,65.72,6.83,Anomaly
CNC,39.54,3.5,2751,6.48,59.17,4.49,Normal
CNC,39.83,3.84,3621,6.0,52.23,3.82,Normal
CNC,37.48,3.51,2313,5.5,36.52,3.88,Normal
CNC,43.8,2.58,3326,5.93,43.55,4.42,Normal
CNC,43.33,4.71,3333,6.77,45.57,4.1,Normal
CNC,36.21,3.21,3181,6.7,64.4,5.32,Normal
CNC,36.96,2.03,2756,6.14,48.91,3.88,Normal
CNC,67.62,7.47,3994,10.36,54.65,5.58,Anomaly
CNC,80.81,5.92,3977,11.36,40.1,7.24,Anomaly
CNC,49.86,3.06,3458,5.92,68.32,5.19,Normal
CNC,50.41,2.83,3317,6.11,57.08,4.03,Normal
CNC,52.05,2.21,2825,5.62,50.28,3.86,Normal
CNC,40.24,2.4,3484,6.51,59.39,3.15,Normal
CNC,69.15,4.71,5130,9.07,42.43,5.51,Anomaly
CNC,45.1,2.19,2985,5.44,42.18,3.35,Normal
CNC,34.62,2.58,2837,5.55,68.49,4.29,Normal
CNC,41.47,3.71,2960,5.72,42.86,4.88,Normal
CNC,44.27,2.43,3160,5.57,54.67,4.28,Normal
CNC,40.44,3.63,3303,5.27,54.6,4.43,Normal
CNC,48.92,4.21,3304,5.53,55.77,3.94,Normal
CNC,51.67,3.51,3459,6.4,68.42,4.59,Normal
CNC,42.93,2.6,3177,5.31,56.05,4.86,Normal
CNC,44.67,2.45,3427,6.16,50.86,4.35,Normal
CNC,45.82,2.46,3320,6.79,48.4,4.32,Normal
CNC,44.3,1.53,2948,5.68,35.66,4.37,Normal
CNC,45.78,4.06,3554,6.49,30.82,3.73,Normal
CNC,69.61,7.03,5047,9.41,67.08,6.57,Anomaly
CNC,57.55,3.36,2887,6.55,64.8,4.49,Normal
CNC,51.09,1.82,3355,6.64,50.33,3.99,Normal
CNC,44.79,3.06,3119,4.95,69.58,3.64,Normal
CNC,41.21,1.68,2931,7.19,55.11,3.52,Normal
CNC,83.14,9.63,4362,8.45,36.78,8.67,Anomaly
CNC,47.41,3.44,3044,6.52,39.38,3.99,Normal
CNC,57.83,3.15,3294,5.78,59.63,3.76,Normal
CNC,54.32,2.58,3064,5.27,46.27,4.91,Normal
CNC,43.86,3.86,3482,5.1,58.03,4.23,Normal
CNC,51.72,3.03,2864,5.43,48.2,4.39,Normal
CNC,72.69,6.98,4877,9.36,32.22,7.2,Anomaly
CNC,47.86,2.71,2718,5.44,34.37,4.79,Normal
CNC,41.34,2.38,3249,5.42,64.86,4.74,Normal
CNC,53.25,3.26,2642,5.84,54.39,3.61,Normal
CNC,48.64,3.18,2922,5.25,51.35,4.1,Normal
CNC,43.97,2.63,3074,5.81,36.93,4.59,Normal
CNC,43.32,3.95,3703,6.17,31.61,4.42,Normal
CNC,70.8,5.12,4573,9.55,63.92,7.08,Anomaly
CNC,46.59,2.86,3336,5.11,60.46,4.7,Normal
CNC,40.4,2.76,2970,6.44,63.8,4.49,Normal
CNC,33.88,3.41,2954,6.58,35.97,3.98,Normal
CNC,45.09,4.5,2828,5.88,55.49,3.49,Normal
CNC,33.06,3.15,3442,5.36,40.92,3.78,Normal
CNC,51.21,3.77,3149,5.87,30.39,3.59,Normal
CNC,80.82,7.25,4457,8.64,34.83,7.66,Anomaly
CNC,46.38,2.56,2837,5.3,43.33,3.94,Normal
CNC,43.06,1.94,3342,5.86,31.26,4.43,Normal
CNC,36.4,3.46,4287,5.45,65.23,4.29,Normal
CNC,91.99,6.78,3578,9.16,65.88,7.18,Anomaly
CNC,48.08,3.74,3130,5.13,43.7,4.62,Normal
CNC,35.46,2.52,3147,6.61,32.73,3.87,Normal
CNC,50.51,3.6,2756,6.74,55.53,3.94,Normal
CNC,48.46,2.15,2823,6.87,36.92,4.67,Normal
CNC,42.13,2.01,2766,6.34,30.67,4.12,Normal
CNC,71.36,7.15,4959,10.31,30.48,5.65,Anomaly
CNC,37.37,1.88,3170,6.05,41.46,3.6,Normal
CNC,37.22,2.33,2864,5.39,34.98,3.51,Normal
CNC,42.77,3.29,3014,4.84,37.23,4.0,Normal
CNC,98.13,7.01,4876,9.61,61.07,6.34,Anomaly
CNC,48.69,3.47,3321,5.85,35.65,4.07,Normal
CNC,37.58,2.55,3352,4.87,47.99,3.58,Normal
CNC,67.41,6.28,4422,9.85,57.51,7.12,Anomaly
CNC,46.96,3.3,3187,5.51,36.53,4.25,Normal
CNC,51.91,3.22,3349,5.79,56.31,4.54,Normal
CNC,83.12,9.56,4085,8.56,50.48,6.71,Anomaly
CNC,67.31,8.12,4025,9.5,41.2,7.61,Anomaly
CNC,50.4,2.49,2960,6.83,39.24,4.72,Normal
